,Unnamed: 0,word,one,two,three,four,five,six,seven,False,convergence,correctness
581,581,drain,0,3,22,32,39,51,190,86,0.0006740121322183799,0.630901287553648
582,582,drake,0,5,19,44,35,46,245,129,0.0007880141842553166,0.5359712230215827
583,583,drama,0,4,6,15,18,19,59,133,0.00024200435607840942,0.31794871794871793
584,584,drank,0,5,13,31,45,51,135,89,0.0005600100801814433,0.6196581196581197
585,585,drape,2,2,27,47,57,44,241,98,0.0008400151202721649,0.6462093862815884
586,586,drawl,0,1,10,21,35,24,94,116,0.00037000666011988213,0.4396135265700483
587,587,drawn,0,4,9,29,32,40,106,87,0.0004400079201425626,0.5671641791044776
588,588,dread,0,4,8,24,26,35,116,103,0.00042600766813802646,0.485
589,589,dream,0,6,6,40,26,33,93,71,0.00040800734413219436,0.6098901098901099
590,590,dress,0,2,4,18,14,32,55,112,0.00025000450008100147,0.38461538461538464
591,591,dried,1,4,17,18,32,46,195,141,0.0006260112682028277,0.4555984555984556
592,592,drier,0,8,23,31,44,48,204,127,0.0007160128882319882,0.5480427046263345
593,593,drift,0,1,16,42,41,40,81,83,0.00044200795614321057,0.6278026905829597
594,594,drill,0,3,9,18,36,38,117,126,0.00044200795614321057,0.45217391304347826
595,595,drink,1,1,13,10,41,48,124,111,0.0004760085681542268,0.5066666666666667
596,596,drive,0,5,21,38,50,40,165,112,0.0006380114842067157,0.5789473684210527
597,597,droit,0,3,24,37,39,51,138,93,0.0005840105121892194,0.6234817813765182
598,598,droll,0,7,9,21,34,33,84,121,0.0003760067681218262,0.4622222222222222
599,599,drone,0,5,26,48,68,40,327,106,0.001028018504333078,0.6382252559726962
600,600,drool,1,5,11,27,28,34,101,111,0.00041400745213413843,0.48847926267281105
601,601,droop,0,2,10,25,22,35,82,100,0.00035200633611405004,0.4845360824742268
602,602,dross,0,4,6,11,21,26,83,130,0.0003020054360978498,0.3434343434343434
603,603,drove,0,4,20,33,36,55,196,112,0.000688012384222916,0.5692307692307692
604,604,drown,0,0,10,18,29,26,120,103,0.0004060073081315464,0.44623655913978494
605,605,druid,0,0,10,26,32,26,54,102,0.0002960053280959057,0.47959183673469385
606,606,drunk,0,3,10,16,44,33,59,95,0.0003300059401069219,0.527363184079602
607,607,dryer,0,3,17,23,31,28,74,122,0.00035200633611405004,0.45535714285714285
608,608,dryly,0,3,10,17,26,30,53,137,0.0002780050040900736,0.38565022421524664
609,609,duchy,0,2,7,14,22,22,49,111,0.00023200417607516935,0.37640449438202245
610,610,dully,0,2,6,20,28,26,114,142,0.0003920070561270103,0.36607142857142855
611,611,dummy,0,3,7,13,25,23,69,118,0.00028000504009072165,0.37566137566137564
612,612,dumpy,0,2,13,15,30,23,69,102,0.00030400547209849776,0.4486486486486487
613,613,dunce,0,5,10,39,55,36,99,96,0.00048800878415811486,0.6016597510373444
614,614,dusky,0,1,7,12,25,29,73,116,0.0002940052920952577,0.3894736842105263
615,615,dusty,0,3,12,22,27,32,117,114,0.00042600766813802646,0.45714285714285713
616,616,dutch,0,1,6,18,28,30,52,83,0.00027000486008748155,0.5
617,617,duvet,1,3,14,20,27,31,49,123,0.0002900052200939617,0.4383561643835616
618,618,dwarf,0,0,13,20,17,24,25,79,0.00019800356406415314,0.48366013071895425
619,619,dwell,0,1,8,16,19,25,34,86,0.0002060037080667452,0.44516129032258067
620,620,dwelt,0,2,5,26,26,31,56,89,0.0002920052560946097,0.5027932960893855
621,621,dying,0,0,6,18,20,24,31,81,0.00019800356406415314,0.4563758389261745
622,622,eager,0,2,11,28,33,30,176,129,0.0005600100801814433,0.44635193133047213
623,623,eagle,1,6,8,25,47,32,115,127,0.0004680084241516347,0.483739837398374
624,624,early,0,8,22,37,43,28,217,117,0.0007100127802300442,0.5411764705882353
625,625,earth,0,2,17,27,47,35,109,67,0.0004740085321535788,0.6564102564102564
626,626,easel,0,4,14,18,29,30,109,127,0.00040800734413219436,0.42792792792792794
627,627,eaten,0,3,15,24,31,36,110,115,0.00043800788414191454,0.48660714285714285
628,628,eater,1,1,17,24,31,24,253,145,0.0007020126362274521,0.40329218106995884
629,629,ebony,0,2,14,20,27,24,44,123,0.00026200471608488955,0.4142857142857143
630,630,eclat,0,1,15,21,36,25,62,55,0.00032000576010368187,0.6405228758169934
631,631,edict,0,3,12,20,27,31,76,89,0.00033800608410951397,0.510989010989011
632,632,edify,0,2,14,20,23,19,31,103,0.00021800392407063328,0.430939226519337
633,633,eerie,0,1,10,17,21,28,72,176,0.00029800536409655375,0.30434782608695654
634,634,egret,0,1,12,27,26,35,58,95,0.00031800572410303383,0.5153061224489796
635,635,eight,0,0,7,18,18,20,71,86,0.00026800482408683357,0.4228187919463087
636,636,eject,0,1,3,6,13,18,39,116,0.00016000288005184093,0.2611464968152866
637,637,eking,0,1,5,12,19,12,37,88,0.000172003096055729,0.35766423357664234
638,638,elate,0,3,18,37,42,30,220,143,0.0007000126002268041,0.47619047619047616
639,639,elbow,0,0,3,9,21,16,10,65,0.00011800212403823269,0.4298245614035088
640,640,elder,0,4,14,25,29,29,79,109,0.0003600064801166421,0.48095238095238096
641,641,elect,0,2,10,28,38,27,87,99,0.00038400691212441825,0.5147058823529411
642,642,elegy,0,5,5,23,20,26,29,134,0.00021600388806998526,0.37089201877934275
643,643,elfin,0,2,10,26,27,22,24,53,0.0002220039960719293,0.6214285714285714
644,644,elide,0,4,6,33,43,39,130,121,0.0005100091801652429,0.508130081300813
645,645,elite,0,1,14,34,38,33,147,143,0.0005340096121730191,0.45627376425855515
646,646,elope,0,4,18,34,27,29,69,124,0.00036200651611729013,0.4745762711864407
647,647,elude,0,1,12,19,25,30,73,135,0.00032000576010368187,0.3918918918918919
648,648,email,0,2,6,24,31,22,65,90,0.00030000540009720173,0.4857142857142857
649,649,embed,0,0,2,11,12,23,9,96,0.00011400205203693666,0.3333333333333333
650,650,ember,0,0,5,12,18,13,52,119,0.00020000360006480116,0.2874251497005988
651,651,emcee,0,2,6,6,19,22,17,162,0.00014400259204665685,0.2534562211981567
652,652,empty,0,1,13,20,26,29,26,71,0.00023000414007452133,0.55625
653,653,enact,0,4,25,22,35,37,107,85,0.00046000828014904267,0.5913461538461539
654,654,endow,0,0,5,9,8,8,13,62,8.60015480278645e-05,0.32608695652173914
655,655,enema,0,0,6,12,16,11,19,67,0.00012800230404147274,0.4017857142857143
656,656,enemy,0,1,7,22,24,23,26,107,0.0002060037080667452,0.41847826086956524
657,657,enjoy,0,2,7,15,22,25,43,87,0.00022800410407387332,0.44936708860759494
658,658,ennui,0,0,3,4,12,9,17,65,9.000162002916052e-05,0.3010752688172043
659,659,ensue,0,2,11,17,21,21,29,106,0.00020200363606544917,0.4044943820224719
660,660,enter,0,3,7,15,28,26,112,113,0.0003820068761237702,0.4114583333333333
661,661,entry,0,3,13,24,29,29,43,90,0.00028200507609136964,0.5212765957446809
662,662,envoy,0,3,12,14,29,21,53,90,0.00026400475208553754,0.46745562130177515
663,663,epoch,0,3,7,20,20,24,31,85,0.00021000378006804122,0.46540880503144655
664,664,epoxy,0,2,6,13,21,34,25,102,0.00020200363606544917,0.42696629213483145
665,665,equal,0,4,5,6,16,11,32,92,0.00014800266404795285,0.31343283582089554
666,666,equip,0,2,6,5,9,11,15,76,9.600172803110456e-05,0.30275229357798167
667,667,erase,0,3,20,21,42,33,209,177,0.0006560118082125478,0.40202702702702703
668,668,erect,0,2,12,28,38,36,119,104,0.00047000846015228276,0.5272727272727272
669,669,erode,0,3,11,21,44,35,165,143,0.0005580100441807953,0.44357976653696496
670,670,error,0,0,9,13,23,26,36,132,0.00021400385206933725,0.3497536945812808
671,671,erupt,0,3,16,34,34,38,54,68,0.0003580064441159941,0.6476683937823834
672,672,essay,0,2,7,14,14,16,25,113,0.0001560028080505449,0.3192771084337349
673,673,ester,0,0,8,12,20,28,63,107,0.00026200471608488955,0.38857142857142857
674,674,ether,0,0,4,17,27,25,48,92,0.00024200435607840942,0.44242424242424244
675,675,ethic,0,0,2,7,17,7,16,50,9.800176403175258e-05,0.39759036144578314
676,676,ethos,0,0,2,6,9,9,13,52,7.800140402527245e-05,0.3333333333333333
677,677,etude,0,0,11,21,29,24,32,108,0.00023400421207581736,0.44041450777202074
678,678,evade,0,1,10,12,15,21,41,153,0.00020000360006480116,0.2783018867924528
679,679,event,1,2,7,9,22,26,35,100,0.00020400367206609718,0.40119760479041916
680,680,every,0,3,4,11,24,28,31,116,0.00020200363606544917,0.3763440860215054
681,681,evict,0,2,13,13,29,24,46,100,0.0002540045720822975,0.44751381215469616
682,682,evoke,0,2,4,12,15,14,26,146,0.00014600262804730484,0.24352331606217617
683,683,exact,1,0,9,20,24,31,54,105,0.0002780050040900736,0.4473684210526316
684,684,exalt,0,1,19,25,25,39,74,84,0.00036600658811858616,0.5647668393782384
685,685,excel,0,0,5,5,16,15,14,106,0.00011000198003564065,0.2789115646258503
686,686,exert,0,1,4,15,19,17,36,103,0.00018400331205961707,0.3522012578616352
687,687,exile,0,0,10,15,28,32,59,139,0.0002880051840933137,0.3794642857142857
688,688,exist,0,3,8,22,28,20,66,105,0.0002940052920952577,0.43548387096774194
689,689,expel,1,0,4,8,16,21,23,97,0.00014600262804730484,0.3401360544217687
690,690,extol,0,2,4,17,10,24,19,59,0.00015200273604924888,0.49137931034482757
691,691,extra,0,1,0,9,9,17,26,62,0.00012400223204017672,0.3673469387755102
692,692,exult,0,0,12,13,18,24,50,92,0.00023400421207581736,0.42138364779874216
693,693,eying,0,3,6,12,21,19,61,79,0.00024400439207905743,0.4357142857142857
694,694,fable,0,5,19,33,49,48,142,104,0.0005920106561918114,0.5968992248062015
695,695,facet,1,3,26,38,41,41,102,105,0.0005040090721632989,0.5882352941176471
696,696,faint,0,5,21,34,55,52,166,106,0.0006660119882157878,0.6117216117216118
697,697,fairy,0,6,30,49,48,53,152,106,0.0006760121682190279,0.636986301369863
698,698,faith,0,6,19,30,41,42,74,97,0.0004240076321373785,0.5872340425531914
699,699,false,0,4,28,44,50,48,152,100,0.0006520117362112518,0.635036496350365
700,700,fancy,0,5,8,29,51,38,121,130,0.0005040090721632989,0.5019157088122606
701,701,fanny,0,3,13,27,28,39,121,159,0.0004620083161496907,0.40892193308550184
702,702,farce,2,6,35,53,42,54,162,89,0.0007080127442293962,0.6832740213523132
703,703,fatal,0,2,9,20,36,29,73,112,0.00033800608410951397,0.46153846153846156
704,704,fatty,0,5,9,14,29,35,137,160,0.0004580082441483947,0.36507936507936506
705,705,fault,0,6,20,29,45,47,133,97,0.0005600100801814433,0.6024590163934426
706,706,fauna,0,5,11,20,36,25,59,106,0.0003120056161010898,0.47783251231527096
707,707,favor,0,2,16,25,30,24,79,102,0.00035200633611405004,0.48743718592964824
708,708,feast,0,4,22,37,39,57,185,106,0.000688012384222916,0.6
709,709,fecal,0,1,17,28,32,24,80,77,0.0003640065521179381,0.5698324022346368
710,710,feign,1,1,14,33,36,33,66,85,0.00036800662411923414,0.5812807881773399
711,711,fella,0,4,9,18,29,19,39,92,0.00023600424807646537,0.4619883040935672
712,712,felon,0,2,12,21,29,33,59,83,0.0003120056161010898,0.5388888888888889
713,713,femme,0,0,6,8,19,24,20,165,0.0001540027720498969,0.25675675675675674
714,714,femur,0,0,12,19,19,28,49,97,0.0002540045720822975,0.44571428571428573
715,715,fence,0,1,15,26,39,33,86,146,0.0004000072001296023,0.43846153846153846
716,716,feral,0,2,13,24,37,43,145,86,0.0005280095041710751,0.5804878048780487
717,717,ferry,0,2,17,20,32,31,113,150,0.0004300077401393225,0.40476190476190477
718,718,fetal,0,1,12,19,35,36,139,89,0.00048400871215681883,0.5364583333333334
719,719,fetch,1,0,16,15,32,21,48,100,0.0002660047880861855,0.4594594594594595
720,720,fetid,1,1,11,25,32,34,58,79,0.0003240058321049779,0.5683060109289617
721,721,fetus,0,3,7,21,15,15,31,84,0.00018400331205961707,0.4206896551724138
722,722,fever,0,3,6,24,17,30,117,149,0.0003940070921276583,0.34934497816593885
723,723,fewer,0,2,12,14,28,26,76,141,0.00031600568810238584,0.36771300448430494
724,724,fiber,0,3,12,20,29,27,160,130,0.0005020090361626509,0.4117647058823529
725,725,ficus,0,0,5,8,17,21,18,71,0.0001380024840447128,0.4180327868852459
726,726,field,0,5,12,24,28,37,78,84,0.00036800662411923414,0.5578947368421052
727,727,fiend,0,1,10,17,34,34,51,99,0.0002940052920952577,0.49230769230769234
728,728,fiery,0,4,20,30,30,32,90,130,0.0004120074161334904,0.4715447154471545
729,729,fifth,0,3,3,13,12,17,48,105,0.00019200345606220913,0.3137254901960784
730,730,fifty,0,2,8,20,11,34,72,132,0.0002940052920952577,0.36231884057971014
731,731,fight,0,3,5,12,11,12,71,121,0.00022800410407387332,0.2621951219512195
732,732,filer,2,2,20,31,43,29,193,107,0.0006400115202073637,0.5427350427350427
733,733,filet,0,2,18,54,43,45,111,82,0.0005460098281769072,0.6639344262295082
734,734,filly,1,3,8,20,22,33,127,146,0.0004280077041386745,0.37339055793991416
735,735,filmy,0,3,13,26,26,43,96,100,0.00041400745213413843,0.5260663507109005
736,736,filth,0,2,5,23,33,33,73,77,0.00033800608410951397,0.5549132947976878
737,737,final,0,2,15,23,22,24,80,103,0.00033200597610756995,0.455026455026455
738,738,finch,0,1,6,18,30,27,76,100,0.00031600568810238584,0.45054945054945056
739,739,finer,0,1,16,27,39,40,250,117,0.0007460134282417084,0.5125
740,740,first,1,2,26,39,42,37,86,74,0.00046600838815098674,0.665158371040724
741,741,fishy,0,2,17,16,29,28,50,101,0.0002840051120920177,0.47668393782383417
742,742,fixer,0,1,8,14,20,23,100,144,0.00033200597610756995,0.3142857142857143
743,743,fizzy,0,1,1,12,8,7,38,146,0.00013400241204341678,0.1657142857142857
744,744,fjord,0,0,0,9,24,24,31,98,0.00017600316805702502,0.36774193548387096
745,745,flack,1,2,9,19,31,37,129,117,0.00045600820814774664,0.4583333333333333
746,746,flail,0,2,5,20,34,31,92,136,0.00036800662411923414,0.40350877192982454
747,747,flair,1,5,18,44,41,43,108,90,0.000520009360168483,0.628099173553719
748,748,flake,0,5,21,34,27,33,191,148,0.0006220111962015316,0.44776119402985076
749,749,flaky,0,2,10,30,41,39,70,132,0.00038400691212441825,0.48031496062992124
750,750,flame,0,4,14,33,47,47,207,126,0.0007040126722281001,0.5350553505535055
751,751,flank,0,2,12,31,30,35,130,114,0.0004800086401555228,0.49107142857142855
752,752,flare,0,5,27,62,48,46,277,102,0.0009300167403013254,0.6482758620689655
753,753,flash,0,2,13,28,38,30,123,116,0.0004680084241516347,0.4889867841409692
754,754,flask,1,3,12,32,31,31,88,111,0.0003960071281283063,0.497737556561086
755,755,fleck,0,3,11,28,31,24,60,89,0.00031400565210173786,0.521505376344086
756,756,fleet,0,1,18,30,55,42,114,113,0.000520009360168483,0.5637065637065637
757,757,flesh,0,3,15,23,35,22,65,98,0.0003260058681056259,0.5
758,758,flick,0,3,10,15,34,29,75,116,0.00033200597610756995,0.4396135265700483
759,759,flier,0,8,25,38,47,50,210,103,0.0007560136082449484,0.6199261992619927
760,760,fling,0,0,11,20,27,40,86,99,0.00036800662411923414,0.49746192893401014
761,761,flint,0,5,24,27,44,40,131,108,0.0005420097561756111,0.5645161290322581
762,762,flirt,0,4,15,52,48,33,92,88,0.00048800878415811486,0.6333333333333333
763,763,float,0,4,12,34,41,51,144,96,0.0005720102961853313,0.5966386554621849
764,764,flock,0,4,12,12,24,37,91,112,0.0003600064801166421,0.4427860696517413
765,765,flood,0,3,5,20,24,26,57,120,0.00027000486008748155,0.3939393939393939
766,766,floor,0,3,10,27,30,30,71,121,0.00034200615611081,0.45248868778280543
767,767,flora,0,1,18,20,21,29,64,100,0.0003060055080991458,0.4708994708994709
768,768,floss,0,0,7,12,22,29,53,118,0.00024600442807970544,0.3723404255319149
769,769,flour,0,4,15,30,37,33,79,90,0.0003960071281283063,0.569377990430622
770,770,flout,0,5,12,31,32,44,96,95,0.0004400079201425626,0.5662100456621004
771,771,flown,0,1,5,11,21,25,72,112,0.00027000486008748155,0.36
772,772,fluff,0,0,1,3,5,9,25,116,8.60015480278645e-05,0.13432835820895522
773,773,fluid,0,3,10,30,23,25,57,95,0.0002960053280959057,0.489247311827957
774,774,fluke,0,4,11,22,32,40,72,125,0.00036200651611729013,0.4658119658119658
775,775,flume,0,5,17,42,35,35,126,103,0.000520009360168483,0.5654008438818565
776,776,flung,0,0,5,17,32,27,71,92,0.00030400547209849776,0.4682080924855491
777,777,flunk,0,2,6,25,22,36,64,99,0.00031000558010044183,0.4789473684210526
778,778,flush,0,2,6,22,20,38,91,105,0.0003580064441159941,0.45595854922279794
779,779,flute,0,0,13,44,48,48,148,101,0.0006020108361950515,0.6023622047244095
780,780,flyer,0,2,12,23,32,28,115,117,0.0004240076321373785,0.4532710280373832
781,781,foamy,0,3,26,34,35,41,95,137,0.0004680084241516347,0.5036231884057971
782,782,focal,0,2,19,20,28,33,90,86,0.00038400691212441825,0.5425531914893617
783,783,focus,0,2,4,18,25,18,23,74,0.00018000324005832104,0.475177304964539
784,784,foggy,0,0,10,16,19,27,37,148,0.00021800392407063328,0.32727272727272727
785,785,foist,0,4,15,37,46,42,149,120,0.0005860105481898674,0.5454545454545454
786,786,folio,0,1,13,14,28,21,36,101,0.0002260040680732253,0.43258426966292135
787,787,folly,0,3,11,21,27,32,126,158,0.0004400079201425626,0.373015873015873
788,788,foray,0,4,34,45,32,41,153,108,0.0006180111242002356,0.5909090909090909
789,789,force,0,4,22,30,59,39,175,121,0.0006580118442131959,0.56
790,790,forge,0,4,13,43,43,50,151,104,0.0006080109441969955,0.5953307392996109
791,791,forgo,0,1,6,11,19,26,32,107,0.0001900034200615611,0.37058823529411766
792,792,forte,0,8,23,36,55,44,197,106,0.0007260130682352282,0.6102941176470589
793,793,forth,1,1,12,24,40,47,131,79,0.000512009216165891,0.6127450980392157
794,794,forty,0,6,15,29,44,60,140,105,0.0005880105841905154,0.5945945945945946
795,795,forum,0,2,14,17,24,18,39,93,0.00022800410407387332,0.44642857142857145
796,796,found,0,1,12,18,18,16,145,145,0.00042000756013608245,0.30952380952380953
797,797,foyer,0,3,18,23,18,23,148,148,0.00046600838815098674,0.3648068669527897
798,798,frail,0,4,28,40,39,36,161,97,0.0006160110881995876,0.6024590163934426
799,799,frame,1,6,21,26,33,26,177,174,0.0005800104401879234,0.39372822299651566
800,800,frank,0,6,14,30,28,34,118,128,0.00046000828014904267,0.4666666666666667
801,801,fraud,0,3,9,34,25,35,66,111,0.000344006192111458,0.48847926267281105
802,802,freak,0,2,13,18,30,29,115,112,0.00041400745213413843,0.45098039215686275
803,803,freed,0,3,18,18,43,38,115,123,0.00047000846015228276,0.49382716049382713
804,804,freer,0,2,11,17,20,35,99,181,0.00036800662411923414,0.31954887218045114
805,805,fresh,0,4,16,31,29,35,48,97,0.0003260058681056259,0.5424528301886793
806,806,friar,0,3,14,25,52,51,76,104,0.00044200795614321057,0.5823293172690763
807,807,fried,0,4,19,25,39,40,221,137,0.000696012528225508,0.4810606060606061
808,808,frill,0,4,11,16,41,30,110,134,0.0004240076321373785,0.4322033898305085
809,809,frisk,0,3,10,20,31,37,87,127,0.0003760067681218262,0.44298245614035087
810,810,fritz,0,3,9,22,36,29,50,95,0.00029800536409655375,0.5103092783505154
811,811,frock,0,2,11,23,28,28,65,125,0.00031400565210173786,0.423963133640553
812,812,frond,0,2,13,29,44,44,119,94,0.0005020090361626509,0.584070796460177
813,813,front,2,3,22,32,58,49,166,93,0.0006640119522151399,0.640926640926641
814,814,frost,0,7,23,47,41,39,169,99,0.0006520117362112518,0.61328125
815,815,froth,0,2,16,22,43,35,100,102,0.00043600784814126656,0.5363636363636364
816,816,frown,0,3,5,8,29,26,100,121,0.00034200615611081,0.3697916666666667
817,817,froze,0,3,14,20,23,27,114,173,0.00040200723613025035,0.3346153846153846
818,818,fruit,1,3,19,43,39,34,90,95,0.0004580082441483947,0.594017094017094
819,819,fudge,1,3,14,16,35,25,105,120,0.0003980071641289543,0.4392523364485981
820,820,fugue,0,1,6,17,20,24,50,145,0.00023600424807646537,0.3192488262910798
821,821,fully,0,0,6,15,18,26,108,164,0.000346006228112106,0.2838427947598253
822,822,fungi,0,0,3,17,16,14,19,80,0.0001380024840447128,0.38461538461538464
823,823,funky,1,1,6,18,41,27,56,116,0.00030000540009720173,0.44761904761904764
824,824,funny,0,3,10,24,30,33,68,140,0.000336006048108866,0.4166666666666667
825,825,furor,0,0,11,18,28,29,57,112,0.00028600514809266566,0.43434343434343436
826,826,furry,0,3,10,27,37,33,102,129,0.0004240076321373785,0.4602510460251046
827,827,fussy,2,4,8,19,17,26,65,148,0.00028200507609136964,0.3392857142857143
828,828,fuzzy,0,2,2,3,7,16,22,141,0.0001040018720336966,0.17543859649122806
829,829,gaffe,0,2,9,20,23,31,46,131,0.00026200471608488955,0.39351851851851855
830,830,gaily,0,7,27,33,42,50,173,131,0.0006640119522151399,0.5482758620689655
831,831,gamer,0,2,13,30,40,50,221,107,0.0007120128162306921,0.5578512396694215
832,832,gamma,0,0,3,16,10,23,13,94,0.00013000234004212076,0.3561643835616438
833,833,gamut,0,1,13,24,34,34,46,89,0.00030400547209849776,0.5435897435897435
834,834,gassy,0,0,12,22,27,39,98,148,0.0003960071281283063,0.4032258064516129
835,835,gaudy,0,5,22,19,29,31,96,137,0.00040400727213089834,0.43621399176954734
836,836,gauge,0,4,16,31,37,31,123,140,0.00048400871215681883,0.4594594594594595
837,837,gaunt,1,4,15,30,40,33,176,121,0.0005980107641937555,0.5040983606557377
838,838,gauze,0,2,9,24,29,34,97,148,0.00039000702012636227,0.3983739837398374
839,839,gavel,0,6,22,29,36,37,106,95,0.00047200849615293075,0.5777777777777777
840,840,gawky,0,2,10,14,17,27,40,137,0.0002200039600712813,0.33816425120772947
841,841,gayer,1,4,15,25,39,25,166,125,0.0005500099001782032,0.4658119658119658
842,842,gayly,0,4,8,15,28,32,104,146,0.0003820068761237702,0.37339055793991416
843,843,gazer,1,2,8,26,28,27,128,138,0.0004400079201425626,0.4
844,844,gecko,0,1,5,9,16,15,7,80,0.00010600190803434462,0.36507936507936506
845,845,geeky,0,2,5,16,16,21,41,168,0.00020200363606544917,0.2631578947368421
846,846,geese,0,3,14,20,30,32,44,171,0.00028600514809266566,0.36666666666666664
847,847,genie,0,4,18,33,35,39,123,128,0.0005040090721632989,0.5019455252918288
848,848,genre,0,2,19,29,39,28,81,138,0.0003960071281283063,0.4588235294117647
849,849,ghost,0,3,19,33,38,33,54,96,0.0003600064801166421,0.5675675675675675
850,850,ghoul,0,3,13,20,28,34,23,79,0.00024200435607840942,0.5536723163841808
851,851,giant,0,9,17,45,49,40,106,93,0.000532009576172371,0.6324110671936759
852,852,giddy,0,1,10,21,28,32,43,105,0.00027000486008748155,0.467005076142132
853,853,gipsy,0,1,20,20,36,47,79,93,0.0004060073081315464,0.5714285714285714
854,854,girly,0,4,21,45,33,30,98,108,0.0004620083161496907,0.5518672199170125
855,855,girth,0,2,11,25,33,33,89,77,0.00038600694812506624,0.574585635359116
856,856,given,0,1,13,26,39,21,69,95,0.00033800608410951397,0.5128205128205128
857,857,giver,0,3,8,16,25,28,126,134,0.0004120074161334904,0.37383177570093457
858,858,glade,0,2,16,39,51,47,226,111,0.0007620137162468925,0.5827067669172933
859,859,gland,0,4,16,37,41,39,90,83,0.00045400817214709865,0.6227272727272727
860,860,glare,0,6,32,38,45,41,305,124,0.0009340168123026214,0.5664335664335665
861,861,glass,0,1,6,23,28,29,78,111,0.0003300059401069219,0.4393939393939394
862,862,glaze,0,4,15,32,38,43,176,122,0.0006160110881995876,0.5196850393700787
863,863,gleam,0,2,7,16,31,32,57,79,0.0002900052200939617,0.5269461077844312
864,864,glean,0,2,17,24,32,44,103,69,0.0004440079921438586,0.6329787234042553
865,865,glide,0,8,16,43,52,45,171,93,0.0006700120602170839,0.6381322957198443
866,866,glint,0,6,18,38,42,37,127,102,0.0005360096481736671,0.5802469135802469
867,867,gloat,0,2,16,36,43,39,117,97,0.000506009108163947,0.5836909871244635
868,868,globe,0,1,21,28,34,49,137,107,0.0005400097201749631,0.5541666666666667
869,869,gloom,0,3,5,13,18,18,50,118,0.00021400385206933725,0.32571428571428573
870,870,glory,0,6,21,32,51,36,98,111,0.00048800878415811486,0.5680933852140078
871,871,gloss,0,1,9,22,19,25,52,107,0.0002560046080829455,0.41530054644808745
872,872,glove,0,4,12,24,56,43,113,106,0.0005040090721632989,0.5673469387755102
873,873,glyph,0,0,4,16,14,19,12,74,0.00013000234004212076,0.41732283464566927
874,874,gnash,0,4,13,19,25,20,50,114,0.00026200471608488955,0.4153846153846154
875,875,gnome,0,3,15,18,36,35,65,117,0.000344006192111458,0.47767857142857145
876,876,godly,0,5,16,38,28,26,129,125,0.00048400871215681883,0.47478991596638653
877,877,going,0,1,7,21,32,24,83,126,0.000336006048108866,0.4028436018957346
878,878,golem,0,4,21,36,32,24,67,90,0.00036800662411923414,0.5652173913043478
879,879,golly,0,6,12,16,35,37,173,141,0.0005580100441807953,0.4291497975708502
880,880,gonad,0,2,12,26,30,29,48,95,0.0002940052920952577,0.5103092783505154
881,881,goner,0,9,23,44,25,36,214,117,0.0007020126362274521,0.5393700787401575
882,882,goody,0,0,10,25,38,42,96,141,0.0004220075961367305,0.44921875
883,883,gooey,1,4,14,27,42,46,113,182,0.0004940088921600589,0.4240506329113924
884,884,goofy,0,0,12,23,22,31,67,160,0.00031000558010044183,0.3548387096774194
885,885,goose,0,2,8,32,41,42,155,169,0.0005600100801814433,0.42517006802721086
886,886,gorge,0,2,11,34,33,28,138,145,0.0004920088561594109,0.4268774703557312
887,887,gouge,0,4,12,26,32,43,105,136,0.0004440079921438586,0.4624505928853755
888,888,gourd,0,3,13,37,36,36,63,73,0.0003760067681218262,0.6313131313131313
889,889,grace,0,5,19,33,47,60,336,138,0.0010000180003240059,0.543046357615894
890,890,grade,1,4,26,41,48,45,348,117,0.00102601846833243,0.5851063829787234
891,891,graft,0,5,13,31,40,43,129,102,0.0005220093961691311,0.5641025641025641
892,892,grail,0,2,21,30,39,39,165,109,0.0005920106561918114,0.5458333333333333
893,893,grain,0,3,14,38,44,39,185,96,0.0006460116282093078,0.5897435897435898
894,894,grand,0,3,17,39,45,46,135,87,0.0005700102601846833,0.6329113924050633
895,895,grant,0,3,22,40,58,42,191,104,0.0007120128162306921,0.6133828996282528
896,896,grape,0,1,24,36,36,46,305,135,0.0008960161282903093,0.5143884892086331
897,897,graph,0,2,16,26,26,26,43,113,0.0002780050040900736,0.45933014354066987
898,898,grasp,0,4,13,28,36,34,92,104,0.00041400745213413843,0.5251141552511416
899,899,grass,0,1,8,19,30,21,88,135,0.00033400601210821794,0.3691588785046729
900,900,grate,0,5,22,40,54,56,365,122,0.0010840195123512223,0.5919732441471572
901,901,grave,0,3,22,22,42,33,291,155,0.0008260148682676288,0.4404332129963899
902,902,gravy,1,5,22,27,41,21,74,146,0.0003820068761237702,0.4448669201520912
903,903,graze,0,4,10,22,18,35,255,182,0.000688012384222916,0.3284132841328413
904,904,great,0,6,18,39,50,37,161,83,0.0006220111962015316,0.6437768240343348
905,905,greed,0,1,12,24,28,34,140,139,0.00047800860415487476,0.41596638655462187
906,906,green,0,3,12,28,50,40,99,108,0.0004640083521503387,0.5518672199170125
907,907,greet,0,2,20,43,40,37,127,129,0.0005380096841743152,0.5239852398523985
908,908,grief,0,3,15,31,40,35,106,113,0.00046000828014904267,0.5232067510548524
909,909,grill,1,3,9,26,38,30,109,124,0.00043200777613997053,0.46320346320346323
910,910,grime,0,3,25,36,30,35,204,143,0.0006660119882157878,0.4742647058823529
911,911,grimy,0,1,20,25,37,42,91,134,0.00043200777613997053,0.4826254826254826
