,Unnamed: 0,Date,Contest number,Word,Number of  reported results,Number in hard mode,1 try,2 tries,3 tries,4 tries,5 tries,6 tries,7 or more tries (X),Mean,Std,Skew,Kurt,entropy,text_rate,green_score,yellow_score,conbine_score,target
149,149,2022/6/5,351,depth,56738,4329,0,6,28,39,20,6,1,3.919191919,0.981410731,0.162086865,-0.374138717,10538.74434,4.84E-05,0.296665223,0.268860979,4.32,1
150,150,2022/6/6,352,gloom,58478,4548,0,2,14,35,35,13,1,4.434343434,0.955173221,-0.194797684,-0.422112887,8525.670395,3.84E-06,0.317020355,0.246686877,0.55,2
151,151,2022/6/7,353,flood,58991,4440,0,3,20,40,28,8,1,4.181818182,0.94669693,-0.01180668,-0.396717952,8483.170494,1.92E-05,0.358596795,0.246340407,0,1
152,152,2022/6/8,354,trait,61026,4607,0,6,22,35,24,11,2,4.12244898,1.071574334,0.003999663,-0.619343462,11290.59006,4.54E-06,0.49068861,0.346470333,1.81,0
153,153,2022/6/9,355,girth,60020,4665,0,6,23,33,23,12,3,4.12371134,1.095988298,0.035814474,-0.706336446,10888.23558,9.68E-07,0.326981377,0.259246427,3.56,0
154,154,2022/6/10,356,piety,55376,4324,0,4,25,41,22,7,1,4.03030303,0.958265958,0.146160473,-0.353172,11154.94718,4.97E-06,0.442615851,0.2960589,0,1
155,155,2022/6/11,357,goose,51958,4087,0,2,12,28,32,21,5,4.610526316,1.028997845,-0.327097033,-0.591550703,10141.63551,2.56E-06,0.532698138,0.321697705,0.93,2
156,156,2022/6/12,358,float,56684,4323,1,12,30,32,18,6,1,3.727272727,1.108444919,0.107759596,-0.470580547,11492.04473,6.02E-06,0.430056301,0.294673019,1.49,3
157,157,2022/6/13,359,donor,53802,4142,0,3,27,38,23,7,1,4.040816327,0.957445233,0.197560494,-0.494611821,9810.71849,8.04E-06,0.377219576,0.291814637,3.04,1
158,158,2022/6/14,360,atone,59968,4762,2,16,34,29,14,4,1,3.494949495,1.10438737,0.192756934,-0.347169574,12832.16178,7.29E-07,0.460805544,0.368990905,4.98,3
159,159,2022/6/15,361,primo,55989,4391,0,3,22,38,25,10,2,4.173469388,0.990006289,0.089416422,-0.539117684,10716.70108,3.23E-07,0.346470333,0.259939367,0.73,1
160,160,2022/6/16,362,apron,53430,4112,0,7,30,38,19,5,1,3.848484848,0.978182569,0.177013852,-0.375954627,11608.28033,2.63E-06,0.271113036,0.308618449,2.49,1
161,161,2022/6/17,363,blown,54665,4251,0,6,23,35,26,10,1,4.11,1.057307902,-0.017122342,-0.617349929,9623.52235,7.06E-06,0.333910784,0.217929839,0,1
162,162,2022/6/18,364,cacao,47205,4101,0,1,9,27,36,23,4,4.739583333,0.960086711,-0.378683771,-0.48623762,8057.192057,7.72E-07,0.336942399,0.316414032,0,2
163,163,2022/6/19,365,loser,55359,4399,1,10,28,32,19,8,2,3.836734694,1.131135221,0.069384929,-0.492335002,12619.40702,1.21E-06,0.422693807,0.369337376,2.98,3
164,164,2022/6/20,366,input,50484,3950,0,5,30,38,21,6,1,3.93,0.972162538,0.205502707,-0.430562055,10290.03639,3.35E-05,0.222174101,0.242789086,2.43,1
165,165,2022/6/21,367,gloat,53342,4194,0,8,21,31,26,12,2,4.132653061,1.130628822,-0.092370017,-0.747722413,11867.05683,1.78E-07,0.421394543,0.301689043,1.49,0
166,166,2022/6/22,368,awful,47645,3861,0,5,21,33,27,12,2,4.204081633,1.068655303,-0.061490828,-0.669528383,9177.592916,8.64E-06,0.193157211,0.223473366,0,0
167,167,2022/6/23,369,brink,53111,4118,0,4,22,41,24,7,1,4.081632653,0.954831638,0.047658478,-0.33487342,10097.49472,1.90E-06,0.433521005,0.227804244,3.16,1
168,168,2022/6/24,370,smite,50617,3991,0,6,23,35,24,11,2,4.111111111,1.072040336,0.024089255,-0.634998322,12073.83502,5.86E-07,0.532698138,0.312949329,2.32,0
169,169,2022/6/25,371,beady,46089,3670,0,3,19,39,29,10,1,4.24,0.970772888,-0.035362928,-0.452987856,10739.3926,1.77E-07,0.499350368,0.28601126,1.27,1
170,170,2022/6/26,372,rusty,50450,3954,0,9,37,34,13,5,1,3.673469388,0.987426155,0.434690994,-0.152024686,10910.75685,1.96E-06,0.378085751,0.275790385,1.05,1
171,171,2022/6/27,373,retro,47986,3848,0,6,24,35,24,9,1,4.06122449,1.047994455,0.037307672,-0.592909255,10760.92104,5.20E-07,0.288003465,0.39029883,2.58,1
172,172,2022/6/28,374,droll,47312,3844,0,2,16,31,31,17,3,4.463917526,1.026071034,-0.160477406,-0.713523291,10045.7885,4.45E-07,0.406236466,0.300996102,1.31,2
173,173,2022/6/29,375,gawky,45645,3957,0,1,5,22,33,28,10,4.921348315,0.938858009,-0.576299988,-0.183917502,8416.439996,8.73E-08,0.37418796,0.183022954,0,2
174,174,2022/6/30,376,hutch,44212,3758,0,1,12,28,28,21,9,4.622222222,1.017379835,-0.206504289,-0.813526128,8364.877042,1.59E-07,0.282373322,0.211693374,0.6,2
175,175,2022/7/1,377,pinto,47248,3792,0,5,25,41,22,6,1,3.98989899,0.958691759,0.088928798,-0.330343868,10973.271,1.51E-07,0.292767432,0.267648332,4.51,1
176,176,2022/7/2,378,egret,41765,3515,0,3,14,33,33,15,2,4.43877551,1.010822322,-0.247843405,-0.461403981,10149.27137,9.98E-08,0.353832828,0.380770897,1.85,2
177,177,2022/7/3,379,lilac,40486,3461,0,2,17,38,29,12,1,4.326530612,0.966537162,-0.01236948,-0.524188892,9638.588266,9.49E-07,0.256821135,0.307665657,0.62,2
178,178,2022/7/4,380,sever,42645,3591,0,2,13,27,29,21,7,4.586956522,1.054515899,-0.285021665,-0.716314625,9846.583165,1.35E-06,0.513209181,0.361801647,3.81,2
179,179,2022/7/5,381,field,44578,3604,1,6,25,36,23,9,1,4.01,1.081619157,-0.067250612,-0.301969989,10750.31704,0.00017946,0.343438718,0.280467736,0,1
180,180,2022/7/6,382,fluff,47344,4049,0,0,4,25,44,23,4,4.895833333,0.809824655,-0.27884584,-0.530434436,5882.523851,3.19E-07,0.242962321,0.161888265,0,2
181,181,2022/7/7,383,agape,43407,3671,0,2,18,36,27,15,3,4.357142857,1.012674777,0.008422037,-0.697854014,9692.79927,3.26E-07,0.402338675,0.333910785,0,2
182,182,2022/7/8,384,voice,42806,3484,1,5,24,35,25,9,1,4.060606061,1.071373911,-0.120604133,-0.2779584,11095.53423,8.51E-05,0.502381984,0.284105674,1.35,1
183,183,2022/7/9,385,stead,47094,3933,1,6,20,27,28,16,3,4.255102041,1.189333757,-0.283350521,-0.582014647,12000.78351,2.57E-06,0.389346037,0.346037246,2.94,0
184,184,2022/7/10,386,berth,41785,3494,0,7,24,35,24,9,1,4.04040404,1.062864359,0.020504098,-0.605616495,11322.2283,1.77E-06,0.369423993,0.305153746,6.19,1
185,185,2022/7/11,387,madam,40545,3430,0,3,13,35,34,14,2,4.434343434,0.986388333,-0.259169293,-0.340691342,6994.446402,2.20E-06,0.298830663,0.25768731,0.57,2
186,186,2022/7/12,388,night,46910,3870,1,8,27,27,17,13,7,3.967741935,1.21329209,0.097841473,-0.706360635,10005.19843,0.000142262,0.253789519,0.23118233,0,0
187,187,2022/7/13,389,bland,46246,3727,0,7,31,38,18,4,0,3.806122449,0.954668051,0.183698173,-0.335878235,10886.4188,1.22E-06,0.423993071,0.254395842,3.34,1
188,188,2022/7/14,390,liver,40549,3388,0,4,16,26,25,20,8,4.450549451,1.141271089,-0.233087817,-0.838406308,11234.36397,2.16E-05,0.375487224,0.317453444,3.5,0
189,189,2022/7/15,391,wedge,39234,3353,0,2,11,32,37,17,2,4.565656566,0.965690376,-0.320651546,-0.336651456,8333.819936,4.23E-06,0.388046773,0.290775228,1.17,2
190,190,2022/7/16,392,roomy,38769,3280,0,2,17,41,28,10,2,4.275510204,0.934384139,0.027913102,-0.389488684,8940.486966,5.05E-07,0.458640104,0.272239063,1.28,1
191,191,2022/7/17,393,wacky,39611,3345,0,3,18,39,27,10,2,4.237113402,0.971481979,-0.015896353,-0.417200664,8736.88358,1.42E-07,0.372888696,0.197314855,0,1
192,192,2022/7/18,394,flock,42574,3548,0,4,22,37,27,9,1,4.151515152,0.99862164,-0.002235349,-0.526973129,9257.783795,6.04E-06,0.364226938,0.206409702,0,1
193,193,2022/7/19,395,angry,39667,3358,0,5,27,38,21,7,1,3.979591837,0.989532892,0.167194184,-0.434504553,10758.16082,1.64E-05,0.349935037,0.275357297,2.94,1
194,194,2022/7/20,396,trite,42237,3685,0,4,14,22,22,23,15,4.541176471,1.183742233,-0.33224905,-0.886020029,11506.8849,6.41E-07,0.538328281,0.368557817,3.05,0
195,195,2022/7/21,397,aphid,39086,3367,0,6,24,36,23,9,2,4.051020408,1.043663573,0.059678061,-0.557624675,9939.480404,8.29E-07,0.210480728,0.241663058,0.76,1
196,196,2022/7/22,398,tryst,43099,3665,0,3,26,41,23,6,1,4.03030303,0.926103442,0.168859976,-0.378292807,9858.478947,1.89E-07,0.3763534,0.298570809,1.05,1
197,197,2022/7/23,399,midge,36769,3111,0,2,18,39,28,10,2,4.268041237,0.947220175,0.02606059,-0.468459897,10412.99359,2.52E-07,0.381550455,0.252836726,0,1
198,198,2022/7/24,400,power,39813,3401,2,6,19,29,24,15,4,4.178947368,1.222413035,-0.30976192,-0.397292866,10994.95129,0.00033361,0.422693807,0.297877869,2.05,0
199,199,2022/7/25,401,elope,39228,3339,0,4,22,32,26,13,2,4.226804124,1.069783239,-0.00559521,-0.748155202,10216.47446,1.44E-07,0.427457774,0.371935904,0,0
200,200,2022/7/26,402,cinch,39171,3507,0,2,15,24,22,25,13,4.602272727,1.133576127,-0.253845477,-1.006249949,8736.906605,2.10E-07,0.356431356,0.223473365,3.03,0
201,201,2022/7/27,403,motto,38384,3285,0,1,11,36,36,14,1,4.520408163,0.906097168,-0.143022722,-0.41476893,7329.135629,2.89E-06,0.300563014,0.284105672,1.04,2
202,202,2022/7/28,404,stomp,40650,3490,0,7,26,32,21,11,2,4.030927835,1.107180018,0.121263172,-0.719966758,10222.7696,2.03E-07,0.350368125,0.245214378,2.64,0
203,203,2022/7/29,405,upset,37791,3213,0,5,30,38,20,6,1,3.919191919,0.971063851,0.228162027,-0.39831809,11325.64595,9.06E-06,0.322650498,0.299523604,0.93,1
204,204,2022/7/30,406,bluff,37353,3171,0,2,14,42,31,10,1,4.333333333,0.91010045,-0.062532184,-0.241820345,7173.682599,2.12E-06,0.259419662,0.166305761,0,2
205,205,2022/7/31,407,cramp,39250,3369,1,8,26,33,19,10,2,3.93814433,1.138043474,0.037318936,-0.465174701,10899.38106,5.42E-07,0.387613686,0.262278042,0.69,0
206,206,2022/8/1,408,quart,36662,3303,0,5,20,33,27,13,2,4.234693878,1.076663596,-0.083818815,-0.670380321,10420.18329,2.57E-06,0.39714162,0.268168038,1.07,0
207,207,2022/8/2,409,coyly,34909,3380,0,0,4,17,28,35,15,5.119047619,0.8918248,-0.637810391,-0.583637852,8950.442181,1.75E-07,0.44694673,0.241836292,0.79,2
208,208,2022/8/3,410,youth,38381,3327,1,5,17,31,29,15,3,4.295918367,1.135774335,-0.346615577,-0.309644873,10268.55724,3.74E-05,0.314421828,0.238977912,4.43,0
209,209,2022/8/4,411,rhyme,37229,3336,0,4,22,39,25,8,1,4.112244898,0.978155835,0.035842617,-0.431599735,10626.92742,2.65E-06,0.33261152,0.281853616,0.79,1
210,210,2022/8/5,412,buggy,37350,3428,0,1,9,29,34,22,5,4.705263158,0.961070502,-0.308076189,-0.545691156,6927.484986,1.29E-06,0.374621048,0.155045474,0,2
211,211,2022/8/6,413,alien,38841,3395,3,17,31,29,15,4,0,3.484848485,1.149120317,0.09697351,-0.451719762,12946.70411,1.12E-05,0.456474664,0.360675618,3.16,3
212,212,2022/8/7,414,smear,36223,3190,0,2,16,39,29,12,2,4.336734694,0.957717072,-0.017968506,-0.469052094,12275.56036,1.50E-06,0.413165873,0.353919446,2.55,2
213,213,2022/8/8,415,unfit,35516,3187,0,3,24,38,25,9,1,4.131313131,0.981098793,0.120183835,-0.544719147,9953.347841,4.07E-06,0.240796882,0.231009095,1.12,1
214,214,2022/8/9,416,patty,36223,3019,0,2,16,39,29,12,1,4.336734694,0.957717072,-0.017968506,-0.469052094,9306.434832,1.51E-07,0.458640104,0.279081853,1.49,2
215,215,2022/8/10,417,cling,37654,3312,0,4,20,34,27,13,2,4.255102041,1.052802136,-0.050336262,-0.657354527,10522.74743,2.39E-06,0.384148982,0.237678649,4,0
216,216,2022/8/11,418,glean,37301,3243,0,6,23,37,24,8,1,4.051020408,1.02392252,0.011983754,-0.501499293,11801.05747,5.14E-07,0.339540927,0.329493288,3.51,1
217,217,2022/8/12,419,label,34198,3076,0,4,18,32,29,15,2,4.336734694,1.068509142,-0.148648148,-0.670685024,10254.09698,1.41E-05,0.398440883,0.339281075,0.58,0
218,218,2022/8/13,420,hunky,35276,3185,0,1,11,33,25,22,7,4.608695652,1.010343482,-0.10794148,-0.835174897,8743.955189,6.60E-08,0.350801213,0.178432222,0,2
219,219,2022/8/14,421,khaki,31652,2968,0,2,17,33,28,16,4,4.40625,1.026504232,-0.064723389,-0.737694343,7966.840569,7.47E-07,0.232135123,0.212386316,0.93,2
220,220,2022/8/15,422,poker,35376,3180,0,4,17,30,27,17,5,4.378947368,1.097163303,-0.168778435,-0.736394614,10968.49312,1.51E-06,0.416630576,0.299263751,2.05,0
221,221,2022/8/16,423,gruel,35105,3087,0,3,19,39,29,9,1,4.222222222,0.959330107,-0.0437862,-0.422034503,11762.91525,4.14E-07,0.441749675,0.313469035,0,1
222,222,2022/8/17,424,twice,35815,3173,1,6,28,38,21,6,1,3.9,1.024695077,-0.022306287,-0.145306122,11314.96714,3.58E-05,0.446513642,0.28566479,1.35,1
223,223,2022/8/18,425,twang,34938,3172,0,3,22,43,25,7,1,4.11,0.926228913,0.082508215,-0.31149025,10133.20391,2.26E-07,0.312689476,0.240883499,2.94,1
224,224,2022/8/19,426,shrug,33965,2987,0,4,23,36,26,10,1,4.151515152,1.018650686,0.037856566,-0.594657373,10269.70328,1.43E-06,0.344304894,0.236292768,0,1
225,225,2022/8/20,427,treat,38245,3249,1,22,32,26,14,5,1,3.45,1.152171862,0.357467857,-0.564524881,11582.30308,2.40E-05,0.43655262,0.39497618,4.03,3
226,226,2022/8/21,428,waste,35617,3186,1,7,19,27,24,17,5,4.231578947,1.226485193,-0.242261065,-0.669059975,11946.74288,4.56E-05,0.444781291,0.328800347,3.12,0
227,227,2022/8/22,429,merit,35888,3123,0,7,33,37,17,5,0,3.797979798,0.974210874,0.28143379,-0.312676393,12261.74996,1.75E-05,0.399307059,0.332784755,4.69,1
228,228,2022/8/23,430,woven,33549,2933,0,2,13,32,32,17,3,4.510416667,0.999945745,-0.216178757,-0.55361413,9849.284663,5.11E-06,0.371589433,0.251364227,2.28,2
229,229,2022/8/24,431,needy,33700,2927,0,2,21,41,26,9,1,4.191919192,0.939339631,0.121939649,-0.458656255,9004.901025,3.44E-06,0.38458207,0.333477696,1.86,1
230,230,2022/8/25,432,clown,36737,3175,1,8,29,36,20,6,1,3.84,1.055651458,0.016157522,-0.278063994,10262.45799,1.31E-06,0.344737982,0.234820268,0,3
231,231,2022/8/26,433,irony,34716,3046,0,6,29,34,21,8,1,3.959183673,1.039214454,0.190624817,-0.582112778,11401.19319,4.42E-06,0.472065829,0.287310523,2.49,1
232,232,2022/8/27,434,ruder,31241,2784,0,2,16,33,29,16,4,4.427083333,1.018012685,-0.098235317,-0.692457108,9923.812417,2.23E-07,0.387613686,0.336336076,2.81,2
233,233,2022/8/28,435,gauze,30214,2866,0,2,11,24,31,25,8,4.709677419,1.053214691,-0.449826468,-0.575772029,9987.3552,2.11E-06,0.444348203,0.26167172,0,2
234,234,2022/8/29,436,chief,34281,3072,1,6,32,38,18,5,0,3.81,0.996945335,0.084150804,-0.047298542,10553.57593,6.95E-05,0.412299697,0.259073193,1.36,1
235,235,2022/8/30,437,onset,33660,3009,0,4,29,40,21,6,1,3.96,0.947839649,0.220626382,-0.371610676,12230.07139,1.02E-05,0.337375487,0.342399307,2.69,1
236,236,2022/8/31,438,prize,35343,3166,0,5,12,20,32,26,5,4.652631579,1.158660034,-0.596265469,-0.506950447,10616.87578,1.22E-05,0.483326115,0.277349502,0.73,0
237,237,2022/9/1,439,fungi,31903,2928,0,2,18,41,28,9,1,4.244897959,0.92649465,0.035365498,-0.387124296,8865.520783,4.78E-06,0.235599827,0.194716328,0.95,1
238,238,2022/9/2,440,charm,35724,3149,1,12,32,34,16,5,1,3.67,1.068222823,0.144079851,-0.3240552,10890.82661,8.61E-06,0.36379385,0.264183629,2.6,3
239,239,2022/9/3,441,gully,31191,2877,0,1,9,27,31,25,7,4.752688172,0.990882239,-0.351967506,-0.639385405,8190.230548,8.98E-07,0.406236466,0.22797748,0.58,2
240,240,2022/9/4,442,inter,32018,2889,0,6,25,36,23,8,1,4.020408163,1.029955337,0.071299922,-0.54157435,12250.32534,1.68E-05,0.330012993,0.355045474,6.72,1
241,241,2022/9/5,443,whoop,32733,2970,0,1,16,47,29,7,1,4.25,0.841130192,0.107124923,-0.20904244,7557.052146,3.70E-07,0.284538761,0.212386314,0,1
242,242,2022/9/6,444,taunt,32734,3022,0,4,19,27,21,16,13,4.298850575,1.135781088,-0.03877034,-0.892798265,10275.39013,5.34E-07,0.456041576,0.300736249,1.04,0
243,243,2022/9/7,445,leery,30992,2873,0,3,17,37,28,12,2,4.298969072,0.996539874,-0.062409225,-0.49406966,10262.91384,1.48E-07,0.441316587,0.389519273,2.88,2
244,244,2022/9/8,446,class,31962,3001,0,4,21,32,22,13,7,4.206521739,1.078828304,0.050633431,-0.732361027,10084.56086,0.000162183,0.394543092,0.303334778,0.87,0
245,245,2022/9/9,447,theme,32172,2909,0,8,29,40,18,4,0,3.808080808,0.96060553,0.117342037,-0.312122747,9554.985037,2.00E-05,0.4157644,0.337115635,7.42,1
246,246,2022/9/10,448,lofty,29237,2777,0,4,19,34,27,13,3,4.268041237,1.050434018,-0.070569966,-0.630233666,10139.51524,5.65E-06,0.387180598,0.24694673,1.17,0
247,247,2022/9/11,449,tibia,27887,2675,0,1,14,40,30,12,2,4.391752577,0.914451005,0.038274531,-0.485198001,9279.606146,2.03E-06,0.271546124,0.287916847,1.34,2
248,248,2022/9/12,450,booze,29147,2883,0,1,7,27,38,23,4,4.78125,0.926497943,-0.418026735,-0.297128938,8017.121751,6.32E-07,0.492420961,0.264703334,0,2
249,249,2022/9/13,451,alpha,29497,2706,0,3,19,40,28,9,1,4.212121212,0.956347505,-0.018070049,-0.39554604,8786.507774,5.89E-06,0.211346903,0.296058901,2.02,1
250,250,2022/9/14,452,thyme,32142,2938,1,5,24,41,23,5,0,3.95959596,0.98390268,-0.173673945,0.065544406,10510.39989,8.58E-07,0.351667388,0.267301862,4.35,1
251,251,2022/9/15,453,doubt,33344,3011,1,12,32,34,16,4,0,3.646464646,1.047489845,0.11059662,-0.316957271,10254.34242,8.28E-05,0.360329147,0.227024685,0.87,3
252,252,2022/9/16,454,parer,37309,4130,0,0,4,11,15,22,48,5.057692308,0.969009437,-0.622668871,-0.757281331,10935.08959,1.84E-08,0.492854049,0.377999134,4.97,2
253,253,2022/9/17,455,chute,33418,3073,0,11,37,36,12,3,0,3.585858586,0.942917255,0.330022497,-0.126405771,11373.64333,1.50E-06,0.462537895,0.284711997,1.8,1
254,254,2022/9/18,456,stick,33102,3038,1,9,36,35,14,4,0,3.646464646,0.998110653,0.202947796,-0.030722092,10233.50692,1.53E-05,0.420528367,0.23837159,3.09,3
255,255,2022/9/19,457,trice,35050,3430,0,5,24,25,18,17,11,4.202247191,1.191541116,0.083660463,-1.034301318,13009.57842,1.68E-07,0.543092248,0.346556951,2.08,0
256,256,2022/9/20,458,alike,31277,2843,0,6,20,33,27,12,2,4.193877551,1.084756751,-0.102213653,-0.650791491,11955.57149,1.64E-05,0.469034214,0.329233436,1.71,0
257,257,2022/9/21,459,recap,31976,2900,0,5,30,35,21,8,1,3.96969697,1.019551748,0.232156512,-0.556518373,11839.76296,2.18E-07,0.268514508,0.341446514,1.85,1
258,258,2022/9/22,460,saint,34455,3119,1,14,35,29,15,5,1,3.585858586,1.091843969,0.268999635,-0.383997241,12721.52511,5.25E-06,0.593330446,0.313122564,3.47,3
259,259,2022/9/23,461,glory,31509,2893,0,6,30,39,19,5,0,3.868686869,0.960286833,0.196059681,-0.3326447,10910.9976,2.05E-05,0.464270247,0.268514508,1.28,1
260,260,2022/9/24,462,grate,32777,3077,1,14,29,28,16,8,3,3.708333333,1.180718943,0.199254527,-0.611018146,12941.30095,2.15E-06,0.540926808,0.358683413,3.38,3
261,261,2022/9/25,463,admit,28994,2677,0,10,25,34,22,8,1,3.929292929,1.094084417,0.047606755,-0.651170754,10661.83981,2.56E-05,0.273711563,0.267042009,1.12,3
262,262,2022/9/26,464,brisk,31706,2884,0,5,23,38,24,7,1,4.051546392,0.988293688,0.024946803,-0.438785807,10227.2307,2.28E-06,0.428757038,0.236032915,1.86,1
263,263,2022/9/27,465,soggy,30985,2888,0,2,18,38,28,11,2,4.288659794,0.962800499,0.020793998,-0.52503202,8558.488404,4.26E-07,0.498484192,0.213512343,0,2
264,264,2022/9/28,466,usurp,31355,3007,0,3,21,38,26,9,1,4.175257732,0.973994954,0.0456987,-0.490418794,8508.539715,6.50E-07,0.181896925,0.247899524,0.54,1
265,265,2022/9/29,467,scald,30477,2829,0,4,23,36,24,11,2,4.153061224,1.033638717,0.079187661,-0.613399816,11334.40379,3.39E-07,0.429190126,0.279514942,1.09,1
266,266,2022/9/30,468,scorn,31223,2859,0,8,31,35,20,6,1,3.85,1.023474475,0.190982187,-0.511127187,11582.1191,3.62E-06,0.401905587,0.291554785,2.07,1
267,267,2022/10/1,469,leave,28202,2696,0,4,16,34,31,12,1,4.319587629,1.020878859,-0.204355819,-0.465814218,10111.18764,0.000109206,0.476829796,0.372715463,2.35,2
268,268,2022/10/2,470,twine,30088,2775,0,6,28,40,20,5,1,3.898989899,0.958691759,0.133836496,-0.331793291,11512.20164,1.33E-06,0.460372456,0.294153313,3.12,1
269,269,2022/10/3,471,sting,32288,2969,1,10,30,33,18,8,2,3.81,1.119776763,0.122201735,-0.438406482,10689.23394,2.32E-06,0.403204851,0.255521871,5.77,3
270,270,2022/10/4,472,bough,32014,3060,0,3,17,35,28,13,3,4.322916667,1.015451374,-0.080867104,-0.565227158,9313.911083,7.14E-07,0.359462971,0.190212213,0.87,2
271,271,2022/10/5,473,sloth,32522,2987,1,10,38,34,13,3,0,3.575757576,0.975362239,0.21148164,-0.008262399,11638.55489,6.09E-07,0.469467302,0.281766999,3.56,3
272,272,2022/10/6,474,dandy,29026,2840,0,2,11,23,29,24,11,4.696629213,1.064276875,-0.435904159,-0.619408895,8938.340803,5.82E-07,0.426591598,0.238891294,3.34,2
273,273,2022/10/7,475,vigor,26905,2642,0,2,15,35,31,14,2,4.412371134,0.981820078,-0.114138128,-0.547314031,10036.81987,4.25E-06,0.283672586,0.240970117,1.28,2
274,274,2022/10/8,476,howdy,28408,2668,0,2,13,32,32,17,4,4.510416667,0.999945745,-0.216178757,-0.55361413,8718.245153,3.74E-08,0.349501949,0.186314421,0,2
275,275,2022/10/9,477,enjoy,26878,2654,0,3,12,29,33,20,3,4.567010309,1.044447434,-0.36805139,-0.478012998,9015.569765,2.75E-05,0.284971849,0.260459073,1.45,2
276,276,2022/10/10,478,valid,28575,2752,0,4,28,38,21,8,1,4.01010101,0.989795913,0.229799613,-0.473713601,10352.356,2.82E-05,0.318319619,0.251710698,1.71,1
277,277,2022/10/11,479,ionic,29151,2947,0,2,13,25,28,21,11,4.595505618,1.067593125,-0.304874361,-0.745818307,9112.685479,3.93E-06,0.276743179,0.272065829,3.29,2
278,278,2022/10/12,480,equal,27197,2677,0,5,23,35,25,11,2,4.141414141,1.054189343,0.026252247,-0.636020008,9895.403134,0.000100455,0.242096146,0.295885666,1.09,1
279,279,2022/10/13,481,floor,28906,2752,0,3,23,44,24,6,0,4.07,0.908350153,0.101918703,-0.261519789,9391.012788,6.47E-05,0.399307059,0.289995669,1.28,1
280,280,2022/10/14,482,catch,30403,3123,0,7,18,20,15,16,23,4.197368421,1.267194756,-0.024859905,-1.084409605,9438.246959,2.33E-05,0.389779125,0.263404071,2.09,0
281,281,2022/10/15,483,spade,30459,2854,1,8,29,36,19,6,1,3.828282828,1.05447966,0.036265024,-0.252249567,11883.14094,1.42E-06,0.529666522,0.314508446,0.76,3
282,282,2022/10/16,484,stein,31269,2965,1,12,34,32,16,5,1,3.65,1.071214264,0.193415593,-0.338587723,12187.18013,1.62E-07,0.392810741,0.335210048,4.68,3
283,283,2022/10/17,485,exist,28612,2805,0,5,24,38,23,8,1,4.051020408,1.003793305,0.079429095,-0.468725042,10437.83507,5.56E-05,0.336076223,0.288783024,2.18,1
284,284,2022/10/18,486,quirk,28322,2794,0,3,23,39,24,9,2,4.132653061,0.975597725,0.128038189,-0.488823909,8585.781789,2.22E-07,0.319185795,0.19679515,0,1
285,285,2022/10/19,487,denim,28741,2769,0,5,29,40,20,5,0,3.909090909,0.943782515,0.181725027,-0.324869806,10807.12248,5.26E-07,0.298397575,0.27561715,2.21,1
286,286,2022/10/20,488,grove,28637,2794,0,4,18,30,28,17,3,4.371134021,1.096569981,-0.162818322,-0.756369883,10867.1249,2.79E-06,0.472932005,0.289475964,1.56,0
287,287,2022/10/21,489,spiel,29084,2810,0,7,32,36,19,6,1,3.85,1.003742995,0.243999861,-0.43705706,12169.54577,1.09E-07,0.504547423,0.316067563,0,1
288,288,2022/10/22,490,mummy,29279,3021,0,1,4,14,27,37,18,5.144578313,0.945917418,-0.974569919,0.404729625,5705.36615,7.93E-07,0.339974015,0.159203117,0,2
289,289,2022/10/23,491,fault,28947,2768,0,7,27,35,22,8,1,3.96969697,1.048852624,0.112961814,-0.579801896,11161.05883,2.65E-05,0.441316587,0.269813773,0,1
290,290,2022/10/24,492,foggy,28953,2817,0,2,13,35,32,15,3,4.463917526,0.974540396,-0.165945362,-0.471871546,7282.040349,7.52E-07,0.398873971,0.175487224,0,2
291,291,2022/10/25,493,flout,30063,2904,0,6,28,37,21,7,1,3.949494949,1.008787024,0.160160219,-0.476285364,10673.50959,2.09E-07,0.395409268,0.250584669,0.87,1
292,292,2022/10/26,494,carry,27609,2615,0,4,22,35,24,12,3,4.18556701,1.048611226,0.053668641,-0.651869424,10010.64608,7.23E-05,0.510610654,0.317713295,1.07,1
293,293,2022/10/27,495,sneak,27905,2636,0,7,28,36,21,7,1,3.929292929,1.027427161,0.141590262,-0.514758372,11321.58289,1.34E-06,0.391511477,0.316673886,1.38,1
294,294,2022/10/28,496,libel,25156,2536,0,3,15,32,32,16,2,4.43877551,1.030814286,-0.226856532,-0.561497225,9824.179517,3.37E-06,0.353832828,0.312862712,1.2,2
295,295,2022/10/29,497,waltz,24672,2496,0,2,11,29,35,19,3,4.604166667,0.994559855,-0.352418157,-0.427023854,9217.355155,7.31E-07,0.277609355,0.229883066,1.09,2
296,296,2022/10/30,498,aptly,26498,2572,0,3,26,41,23,7,1,4.05,0.942072184,0.187480027,-0.403269193,10908.9695,1.82E-06,0.362927674,0.277955825,0,1
297,297,2022/10/31,499,piney,27502,3667,0,1,14,37,33,14,2,4.454545455,0.934984765,-0.053313394,-0.5768528,11178.00072,6.09E-08,0.502815071,0.282546557,3.12,2
298,298,2022/11/1,500,inept,27670,2640,0,6,30,39,20,6,1,3.900990099,0.980047993,0.198926944,-0.383758974,11270.78687,6.37E-07,0.260285838,0.30896492,3.12,1
