,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149
44,9,10,7,10,6,7,6,8,11,9,5,8,7,4,7,15,3,11,8,7,3,5,3,9,4,6,14,10,3,5,7,17,2,8,7,6,6,13,9,10,7,8,13,4,15,15,7,8,7,3,6,5,10,9,7,8,7,7,6,3,5,10,7,4,9,8,2,5,6,11,7,11,4,7,5,10,6,7,9,8,7,10,5,4,3,12,9,7,8,8,2,5,8,5,6,8,5,2,4,4,9,7,4,4,5,5,6,9,6,10,4,6,7,5,12,6,11,5,13,15,6,5,4,7,10,8,13,8,6,8,10,3,9,9,7,8,13,4,7,3,7,9,4,9,1,12,3,11,10,6
45,3,2,3,2,3,2,2,3,2,4,4,3,2,1,3,2,3,4,3,2,1,0,1,3,1,1,2,2,2,2,1,1,1,3,4,3,2,3,3,2,1,4,2,2,1,1,3,4,3,3,2,1,2,3,1,1,2,3,1,3,3,4,4,2,1,3,1,2,1,2,2,5,2,1,1,3,1,3,3,2,1,0,2,3,3,1,3,1,2,2,2,3,2,3,3,2,2,1,1,3,5,1,2,3,5,3,2,2,1,1,2,2,2,1,1,1,3,2,2,1,4,2,2,1,1,1,2,2,1,3,3,1,0,5,2,2,1,3,4,2,3,4,2,1,3,1,2,3,2,3
46,5,4,5,4,3,4,8,11,3,5,8,4,2,8,4,5,5,3,4,5,6,4,4,6,5,5,4,4,3,2,4,3,5,3,4,5,3,2,3,4,4,5,4,5,6,3,4,5,3,3,3,4,5,3,3,5,5,4,5,6,2,3,2,7,7,4,5,5,4,3,4,4,5,4,4,4,4,4,3,3,4,7,11,5,2,4,4,2,3,6,3,3,4,5,4,5,10,4,6,4,4,6,4,3,3,3,5,3,4,3,3,4,5,5,5,8,4,3,4,4,3,4,3,5,2,2,2,2,4,6,5,4,5,2,3,2,4,5,2,4,2,3,6,3,3,4,3,2,3,3
47,11,5,5,11,11,5,7,8,5,7,6,3,4,8,5,6,7,11,8,3,5,3,3,7,4,7,8,5,5,5,9,5,9,9,4,7,7,5,5,3,7,6,3,4,2,9,8,4,7,6,4,3,5,7,6,6,13,10,5,8,5,7,6,8,11,7,9,4,5,4,5,5,7,10,3,11,6,7,9,9,5,10,6,8,6,4,4,6,11,5,3,8,3,7,4,10,7,5,7,4,5,4,10,6,3,8,4,4,7,10,8,7,6,6,7,9,5,7,7,4,4,4,7,9,5,5,6,9,8,8,7,7,7,6,7,8,12,9,5,8,10,9,4,7,6,9,3,4,9,3
48,9,5,4,6,11,8,4,11,6,8,5,8,7,5,4,8,6,6,6,6,5,10,7,13,7,10,4,9,8,6,2,3,7,11,5,4,12,7,5,6,14,6,7,3,6,4,11,5,2,12,7,5,4,10,7,7,5,10,8,8,4,6,5,4,5,6,9,9,7,8,6,4,6,5,9,4,2,9,4,9,10,4,4,7,8,5,12,6,5,4,8,5,9,11,9,7,10,9,6,11,6,5,10,5,6,11,3,4,8,3,4,5,8,5,9,12,12,8,6,7,8,6,14,6,5,6,7,5,6,4,7,10,3,5,4,4,8,7,7,13,4,7,5,4,7,5,7,3,5,12
49,10,8,5,8,8,9,10,3,4,9,10,8,6,8,4,4,7,11,5,5,13,7,11,2,15,8,14,4,7,5,8,7,15,12,10,2,6,4,5,5,10,15,5,14,7,11,5,7,6,9,5,4,9,5,13,3,9,6,9,5,6,6,2,5,4,4,13,7,9,12,10,8,7,6,10,9,4,9,4,8,8,4,6,6,9,9,10,11,5,6,4,3,7,10,17,10,10,15,8,6,3,8,10,7,9,2,8,1,6,7,6,7,6,6,5,2,6,11,15,6,8,11,15,8,6,11,4,5,7,5,5,3,6,19,8,2,7,6,11,7,8,14,9,10,10,8,7,5,9,3
50,2,6,4,7,9,4,4,5,4,7,9,4,7,9,7,2,4,4,10,4,5,5,4,6,11,4,12,11,5,7,13,5,7,4,6,7,7,9,3,9,9,4,5,6,4,7,5,6,8,7,8,3,4,9,7,7,6,5,3,12,13,6,6,7,8,6,4,4,12,6,10,8,15,5,4,5,5,5,6,6,10,8,4,5,8,5,7,12,5,5,4,7,5,4,7,4,6,15,6,11,3,4,2,5,6,9,11,8,8,6,4,7,7,4,6,6,4,6,6,4,8,4,5,6,6,7,5,9,11,6,5,8,7,5,4,4,5,16,7,7,3,10,7,12,2,5,5,7,11,6
51,11,4,3,6,9,8,3,4,5,4,6,10,5,6,3,13,11,4,3,11,6,7,8,4,2,5,7,8,1,7,8,6,10,6,3,5,10,8,9,9,6,5,5,5,8,5,2,2,3,3,4,7,12,6,12,6,6,7,8,6,6,4,12,7,4,2,7,5,5,9,7,4,4,3,5,4,5,5,4,8,7,10,6,4,7,4,10,2,9,9,4,6,3,10,3,5,3,8,2,6,6,4,7,5,5,5,6,6,6,11,3,4,7,2,5,9,9,8,2,4,11,5,7,3,4,5,4,5,9,3,4,10,5,4,4,9,3,7,5,10,8,7,4,8,9,9,7,7,3,9
52,7,7,6,8,5,4,7,12,9,12,6,7,9,7,5,9,5,4,8,7,7,5,10,5,13,9,8,9,5,5,4,11,8,7,2,11,10,9,7,7,4,6,8,6,5,6,8,5,9,6,6,9,6,8,7,7,6,12,8,7,5,7,6,7,5,8,8,12,8,7,12,6,6,13,7,4,14,8,7,7,4,6,10,12,12,6,13,7,11,5,5,12,9,9,9,7,4,11,7,7,6,12,9,3,7,10,13,9,13,9,9,7,9,4,6,3,3,6,6,9,9,7,10,8,10,8,11,9,6,13,10,13,9,9,8,3,9,14,12,4,3,7,8,6,7,6,7,7,4,10
53,5,5,3,6,4,5,7,6,6,9,10,6,5,3,5,10,8,8,15,6,6,8,9,7,10,7,7,5,9,9,5,5,14,22,3,12,3,4,7,11,6,9,15,20,11,11,5,5,5,5,7,6,6,12,9,4,7,11,8,11,4,4,5,6,4,16,7,10,9,11,7,3,10,3,4,6,10,4,5,11,16,9,4,12,10,6,5,15,9,10,7,6,7,8,4,4,12,7,13,13,8,4,4,4,14,6,6,9,16,4,7,5,8,5,7,6,4,8,5,4,6,10,5,13,5,8,6,5,8,8,10,9,10,6,8,6,10,19,8,8,8,6,4,6,7,6,11,4,6,4
54,7,11,13,9,10,5,11,5,6,9,8,6,11,9,6,7,8,10,5,6,7,10,9,6,7,8,3,8,4,5,4,7,5,10,6,9,3,8,12,11,5,8,6,5,3,7,9,7,3,6,4,11,7,14,15,10,5,4,12,10,7,4,3,7,11,7,5,3,5,4,5,9,5,7,5,3,10,8,6,5,7,3,6,2,11,3,10,5,13,5,8,5,11,5,11,5,8,4,6,5,6,7,5,6,6,7,10,7,10,7,9,4,8,7,3,4,9,8,4,9,8,6,4,8,11,9,9,11,4,6,6,8,6,2,2,2,6,7,9,4,2,6,6,10,10,5,8,9,6,7
55,5,4,4,3,2,2,5,7,5,5,8,5,2,3,7,4,3,10,9,4,3,5,5,4,2,3,3,7,6,4,4,4,6,9,9,4,5,9,3,2,6,5,5,5,5,8,7,8,2,11,6,4,3,3,2,6,3,7,5,10,9,2,4,6,10,7,9,4,6,4,5,3,10,4,6,4,5,5,2,4,3,6,5,4,6,4,5,8,2,3,5,4,4,5,2,6,7,6,7,4,3,9,5,9,3,5,7,4,5,2,13,13,4,5,5,12,7,5,4,7,3,6,3,8,5,7,10,7,5,3,5,5,5,3,6,3,5,4,5,6,9,2,5,8,5,3,4,6,4,8
56,6,6,12,9,6,4,7,7,4,2,5,2,6,4,2,6,1,10,4,4,9,10,6,11,0,5,6,8,9,5,9,8,4,9,6,7,6,7,3,4,9,4,5,6,4,7,15,9,2,5,3,2,6,9,5,5,6,12,5,7,6,8,8,3,13,3,8,5,8,9,5,4,3,9,4,5,4,7,10,10,3,11,6,2,7,8,2,15,8,8,8,11,5,6,13,2,5,7,9,7,6,7,8,9,11,4,10,4,2,6,8,7,4,8,9,5,7,8,5,11,2,8,8,7,6,14,2,9,7,7,8,6,8,6,8,6,2,5,9,8,5,6,3,8,2,6,5,6,7,8
57,5,4,2,8,13,4,6,10,8,6,5,9,3,6,2,12,4,4,16,13,4,11,6,4,7,6,9,3,2,5,6,7,4,5,7,14,7,7,10,4,5,3,10,12,8,8,6,7,5,3,4,11,8,7,4,6,10,7,5,4,5,11,9,6,5,8,8,4,4,6,7,4,2,12,4,6,2,7,5,7,11,7,10,4,3,8,4,2,8,6,6,9,9,10,6,9,6,6,5,5,6,8,9,6,6,2,12,9,4,8,8,6,10,8,5,5,7,10,7,4,7,4,5,9,3,6,7,9,3,8,14,3,10,3,5,7,2,6,2,8,7,7,4,3,4,6,6,3,7,9
58,9,8,9,4,11,3,3,2,7,3,5,10,10,5,3,2,6,6,9,4,2,3,7,5,5,5,5,5,6,3,3,11,8,4,10,5,13,4,7,2,6,8,4,12,5,3,8,5,5,4,5,6,5,2,7,7,5,7,5,5,4,6,2,2,4,4,6,9,7,3,4,5,6,7,6,3,6,9,3,3,5,7,3,3,5,8,6,5,3,8,7,7,11,4,5,5,6,5,7,5,3,7,2,3,2,4,6,2,7,3,2,3,4,3,1,4,4,10,3,5,5,3,7,2,2,2,6,6,9,5,3,4,10,13,5,7,6,8,9,3,11,7,4,4,3,3,9,6,9,3
59,4,5,4,8,4,5,2,4,5,5,7,7,7,4,9,5,9,3,3,6,5,6,3,5,4,5,6,6,4,8,2,9,5,7,5,4,4,6,3,6,6,6,4,5,7,8,6,7,4,5,4,10,3,7,5,5,5,5,6,9,6,5,4,7,5,3,4,4,10,4,6,3,4,7,7,4,4,8,3,9,3,5,6,2,3,4,5,3,6,8,5,4,3,3,6,4,12,4,5,5,6,6,3,6,9,9,6,8,6,2,5,4,7,4,5,7,5,4,8,5,3,5,5,3,5,5,5,3,4,2,6,2,6,7,6,4,3,4,8,5,7,6,6,7,7,6,8,5,8,5
60,6,4,5,6,6,4,5,9,4,2,4,6,7,4,5,6,4,4,4,2,4,3,7,5,6,6,4,3,4,3,5,9,3,6,5,4,5,4,10,2,4,7,4,4,4,6,5,3,3,5,4,9,4,8,9,4,5,5,4,4,12,7,3,3,3,4,3,3,0,5,9,4,4,6,6,5,5,7,4,2,5,5,2,7,5,9,3,8,5,7,4,3,5,8,5,3,7,5,2,3,5,6,5,3,4,2,5,5,7,8,5,3,6,3,2,4,2,10,5,5,5,3,2,7,4,4,3,6,2,3,7,6,1,5,4,3,3,4,6,4,4,4,4,10,2,8,10,7,8,7
61,6,2,3,4,1,2,4,5,2,3,6,5,3,3,3,3,2,3,7,1,7,5,5,5,6,0,1,4,2,3,2,1,4,6,4,4,6,3,5,2,5,6,3,4,5,5,4,8,4,4,7,3,4,5,3,1,6,3,2,4,3,3,3,5,3,9,3,6,4,4,2,2,5,2,4,3,2,3,3,3,3,2,3,2,1,1,2,7,4,6,3,4,1,5,3,1,5,5,5,5,4,4,3,3,4,4,4,5,6,6,5,3,6,7,5,7,2,5,4,4,4,7,7,4,1,3,7,4,3,3,2,5,6,3,3,4,7,6,3,1,4,2,2,1,5,4,9,3,3,2
62,4,6,5,5,5,4,3,6,4,6,4,3,3,4,4,2,3,5,4,5,5,3,4,6,4,3,3,5,3,4,8,4,3,3,3,8,2,8,5,4,5,8,4,4,4,3,3,2,8,5,3,6,4,5,8,2,8,6,3,7,5,3,8,6,8,4,3,4,6,4,7,5,4,4,6,3,4,9,2,6,5,4,5,4,4,4,3,4,5,10,5,4,7,6,2,5,4,5,5,5,3,3,4,5,3,4,4,3,4,2,8,4,7,5,5,4,4,6,5,5,7,5,4,8,4,4,5,4,6,8,3,7,4,6,4,3,4,9,3,7,5,6,5,2,6,5,4,5,2,7
63,9,5,12,2,4,5,3,7,8,5,6,3,6,3,3,2,3,7,4,3,4,8,3,5,6,2,7,3,4,4,7,6,4,2,7,3,3,9,3,8,3,3,5,1,2,8,5,3,3,5,3,5,6,2,2,3,4,4,4,2,7,5,8,3,8,2,4,2,5,2,3,5,7,8,5,5,6,2,3,7,10,4,6,4,4,3,4,6,11,3,5,2,3,4,3,3,7,6,4,2,3,5,5,4,4,2,2,4,7,2,2,5,5,5,2,5,8,12,2,2,6,7,5,3,4,3,5,2,4,2,7,5,2,16,3,4,3,4,9,4,5,3,3,5,3,2,2,2,9,14
64,4,4,5,6,4,2,4,6,4,3,3,2,3,7,7,9,3,5,3,3,7,3,1,4,2,5,5,5,6,3,5,1,4,4,5,4,6,2,2,3,4,5,3,6,4,4,3,4,2,5,2,7,1,4,3,3,1,2,6,6,3,6,3,7,6,4,5,4,2,2,4,8,7,3,4,4,3,3,2,5,1,4,4,7,0,6,2,2,3,7,2,3,4,5,3,5,2,2,3,3,4,10,3,2,4,8,4,3,3,6,3,1,6,3,3,6,2,8,10,6,4,3,4,1,4,6,6,3,7,5,4,3,3,6,3,4,3,4,1,4,4,3,3,7,4,4,7,4,3,5
65,4,13,3,10,5,7,2,11,5,5,4,4,10,5,2,6,1,5,4,4,4,6,5,4,3,7,3,3,7,8,4,9,3,4,4,3,6,5,2,8,4,4,4,3,8,5,5,4,2,4,8,3,3,4,5,4,10,2,4,1,6,11,3,4,5,4,2,2,2,7,4,4,4,4,8,3,4,4,9,3,2,5,3,9,4,4,7,5,4,5,4,2,3,3,2,7,8,9,5,6,2,3,6,4,3,4,7,7,8,6,9,5,6,6,1,2,4,6,5,4,2,3,6,5,11,2,8,4,6,5,7,6,2,5,3,5,4,5,4,3,6,4,5,5,3,1,6,7,3,7
66,3,11,11,6,3,10,11,5,10,2,3,6,8,10,6,4,5,11,6,3,11,9,8,6,6,4,5,4,5,4,2,6,9,4,4,6,6,10,3,6,7,4,8,7,10,11,10,8,8,6,5,6,8,5,8,8,10,4,6,5,5,5,11,6,7,6,7,10,4,9,6,13,9,8,2,3,6,8,9,4,4,3,6,8,5,13,9,7,10,5,3,7,5,5,4,9,8,5,5,4,6,5,5,9,5,6,5,3,6,2,11,6,2,7,8,12,5,13,4,5,8,6,6,10,4,10,8,4,6,10,11,5,9,7,6,4,2,4,3,8,11,4,13,3,6,7,5,6,6,4
67,3,4,5,7,4,7,7,11,5,6,6,3,6,6,4,10,5,5,6,5,4,4,3,8,8,4,4,4,5,8,5,4,5,6,7,3,3,7,9,7,5,9,6,6,6,7,4,8,7,3,5,3,5,6,4,4,1,4,4,8,4,8,4,7,4,5,8,5,3,4,4,7,9,5,9,5,5,13,6,7,5,6,10,5,8,3,6,6,4,4,6,7,6,8,7,8,3,8,5,5,4,4,8,6,5,7,6,3,6,7,9,3,5,6,2,4,7,5,9,5,8,5,10,5,6,4,5,10,6,8,6,8,6,9,8,5,6,7,5,5,6,4,4,5,4,8,6,2,5,7
68,6,4,4,5,9,5,6,3,7,6,8,7,6,8,3,5,5,6,3,5,4,4,7,4,5,5,5,4,6,5,5,3,6,5,3,5,6,7,5,3,5,5,5,2,3,4,3,4,4,5,6,4,7,5,5,4,9,7,7,7,5,5,7,6,2,4,5,5,10,6,6,8,6,5,6,5,6,9,5,5,4,5,8,2,7,4,5,6,5,3,9,5,7,6,5,4,6,5,3,6,5,6,5,3,5,7,4,5,6,4,6,5,5,8,3,3,9,8,6,6,5,7,5,4,4,5,4,4,9,7,6,6,6,6,5,4,4,4,5,4,4,4,6,6,4,3,8,4,5,6
69,2,4,3,4,5,10,5,4,6,5,6,7,7,3,6,6,13,10,5,8,5,8,7,6,3,11,7,8,4,7,4,6,7,10,3,3,3,6,3,4,4,6,2,5,13,14,7,4,4,6,9,8,6,2,7,8,7,5,6,3,4,5,4,2,5,5,5,12,7,8,8,5,4,7,7,13,5,5,3,10,10,11,7,4,8,2,3,6,5,5,8,4,10,4,5,18,8,8,3,11,12,4,7,4,7,8,8,6,4,6,9,3,3,4,5,15,5,4,7,4,2,6,3,4,4,4,3,2,5,4,10,3,11,6,4,7,5,8,6,9,7,9,13,3,6,6,6,9,5,7
70,6,4,5,8,8,5,5,6,10,5,7,7,6,6,7,7,8,9,7,5,3,3,5,5,3,5,7,4,3,7,5,6,10,8,6,7,4,10,3,6,6,3,9,5,3,9,3,9,3,5,2,4,7,5,5,3,4,4,4,9,7,8,4,11,11,6,6,8,9,5,8,7,9,5,9,5,3,6,10,6,7,4,12,5,5,7,5,4,10,3,9,5,4,6,6,4,4,4,4,6,5,7,10,9,9,10,4,4,6,6,6,5,5,4,3,7,6,10,5,9,4,4,8,8,6,9,4,5,6,5,5,6,6,9,3,5,10,11,7,6,4,3,7,5,4,6,6,5,10,6
71,5,4,5,3,4,8,6,5,12,3,2,5,7,3,6,10,3,4,2,8,4,7,5,4,4,5,6,7,4,5,6,11,14,5,7,6,2,7,4,4,4,12,4,1,4,8,6,7,4,4,5,11,6,9,2,7,5,1,4,7,6,3,5,8,2,5,7,4,6,6,5,8,5,7,5,3,8,4,3,4,4,3,9,9,5,3,7,4,5,3,5,11,5,6,3,5,8,6,4,6,4,6,5,4,4,3,7,4,6,5,5,3,6,5,6,4,4,5,6,5,5,9,4,5,5,7,4,3,3,1,5,4,6,5,7,2,3,4,4,7,6,5,6,3,8,8,7,7,6,2
72,4,4,5,4,7,8,3,5,4,3,5,6,3,6,2,3,8,3,6,6,7,3,5,3,9,6,3,6,5,2,8,8,10,3,3,3,2,5,8,9,5,4,4,10,7,7,4,3,7,10,7,4,6,4,10,8,5,5,6,10,6,7,5,5,3,7,3,4,3,5,6,2,6,4,3,6,6,5,4,2,2,5,6,8,5,9,9,9,4,5,5,8,4,7,4,9,2,6,4,5,10,7,2,7,3,3,5,6,5,4,5,3,8,7,4,3,3,6,6,4,2,4,3,6,3,9,2,8,4,4,5,6,12,7,3,5,6,6,5,4,4,6,6,3,6,4,5,7,4,6
73,2,0,2,1,1,3,4,4,1,0,2,2,2,1,2,3,2,2,2,2,2,1,3,4,0,2,3,2,2,3,1,1,2,1,1,2,1,3,3,2,3,3,2,4,2,3,2,0,1,0,0,2,2,2,4,2,2,1,1,1,3,2,2,1,2,3,1,2,3,3,3,3,3,2,1,2,1,1,2,2,4,1,2,2,3,1,1,2,1,4,0,2,2,3,2,2,2,1,2,3,2,2,4,2,1,3,1,2,0,1,3,3,1,3,1,4,3,2,2,3,2,2,2,4,5,2,2,2,4,2,3,2,4,2,3,3,1,4,2,2,1,2,3,2,2,2,2,1,1,2
74,4,8,8,5,7,12,11,5,6,9,11,6,6,9,8,4,3,6,4,10,9,9,16,11,14,10,6,6,7,10,8,8,7,18,6,6,8,8,6,7,8,9,8,4,10,9,12,10,9,5,6,7,10,12,6,8,8,10,6,9,14,6,5,7,5,9,10,12,7,8,10,6,7,6,9,10,10,10,10,5,7,4,4,11,6,10,8,8,5,4,6,6,6,6,7,5,5,5,9,4,6,9,7,5,8,14,7,6,6,9,5,9,7,5,5,5,7,7,11,8,5,5,7,4,6,5,13,13,6,10,10,13,5,6,8,7,12,9,5,3,5,5,9,11,8,8,17,8,4,5
75,7,5,8,4,5,5,5,6,4,6,11,5,4,10,6,9,8,12,4,5,5,7,10,5,8,5,7,8,5,11,9,4,11,8,5,5,7,4,4,6,2,10,4,5,18,6,9,2,4,6,11,7,9,6,5,11,7,6,7,3,9,7,14,15,11,14,2,12,4,10,8,5,13,6,6,10,7,13,8,9,9,8,3,5,6,7,8,6,7,5,5,12,9,3,8,6,3,2,7,8,8,5,10,10,5,8,10,11,5,5,6,4,5,5,5,5,8,6,5,13,8,4,12,7,7,6,4,11,3,7,5,4,4,10,10,6,3,8,6,5,3,9,7,16,5,6,5,6,12,10
76,5,4,3,2,7,6,3,4,2,3,3,3,5,2,3,4,6,4,4,5,5,2,2,2,5,4,2,4,4,4,4,6,4,4,2,5,4,4,5,2,3,3,3,2,2,2,4,4,8,5,2,5,3,3,3,3,8,4,3,7,2,6,5,4,3,6,2,3,5,3,5,3,3,2,2,5,3,4,4,3,4,2,4,4,7,6,3,4,3,2,3,2,8,3,6,4,6,2,2,3,4,3,3,3,5,6,3,4,9,4,4,4,4,4,4,3,2,5,7,3,4,2,3,4,3,3,3,3,3,2,10,5,2,3,2,3,6,5,3,4,5,5,5,2,4,2,4,6,3,4
77,6,13,4,4,8,2,9,5,6,11,5,10,8,5,4,15,6,6,11,6,4,5,13,5,9,8,5,12,3,7,13,4,3,8,8,7,4,15,5,4,7,16,6,7,13,16,4,3,4,15,8,14,5,10,4,11,4,8,9,5,8,3,3,6,9,8,10,4,6,6,9,4,16,7,4,9,2,12,5,6,6,10,15,9,10,5,5,5,9,5,4,13,9,12,5,8,11,17,7,5,2,12,4,13,7,7,3,11,6,9,13,6,8,5,5,5,5,3,11,3,9,3,5,8,3,3,5,13,11,10,8,12,9,4,2,5,10,5,2,8,15,8,8,9,10,11,5,7,14,11
78,5,6,18,5,8,5,7,10,12,8,10,9,10,11,7,9,19,3,13,5,15,8,7,16,16,7,11,9,8,10,7,6,12,7,11,6,11,10,7,13,5,5,12,6,10,7,12,2,7,10,5,11,8,12,9,11,13,9,6,10,10,5,17,6,7,9,8,12,4,12,6,7,7,17,11,23,10,5,6,28,17,10,15,12,9,9,4,6,15,7,7,10,5,7,9,17,5,12,7,9,5,6,5,6,1,7,7,15,3,7,5,12,13,5,10,5,5,8,6,4,9,11,9,12,16,6,6,7,3,13,5,4,10,8,10,9,13,10,7,15,10,17,15,7,4,6,13,4,12,19
79,6,4,3,8,9,7,10,6,5,7,10,4,17,7,2,4,5,5,8,5,4,7,2,3,13,2,4,3,4,3,7,4,7,8,8,9,16,16,2,13,4,14,9,7,9,9,11,8,7,8,10,6,5,7,7,3,5,6,6,2,11,9,5,10,4,11,4,8,6,11,8,5,2,5,7,7,8,6,4,9,4,6,7,18,6,10,5,5,5,6,7,3,10,8,7,7,5,4,10,8,6,10,7,3,8,13,6,5,8,4,5,6,7,9,3,3,13,9,8,8,10,2,6,8,5,13,7,10,5,10,10,3,7,13,6,5,5,8,4,5,10,7,5,9,5,12,3,11,3,3
80,3,1,2,2,5,6,2,5,1,2,2,5,4,3,5,4,3,3,4,9,11,6,2,4,8,4,2,5,4,6,3,2,2,2,5,6,3,4,3,3,2,4,2,3,2,7,1,3,5,6,5,7,8,4,4,1,4,5,3,2,1,3,3,4,7,5,2,5,6,1,3,6,4,6,4,7,5,3,2,5,3,5,5,2,3,5,4,3,4,1,5,3,4,4,1,4,5,3,3,9,6,4,2,5,2,3,2,3,6,2,1,4,2,8,3,6,4,5,2,5,7,8,4,3,5,1,4,6,6,2,3,3,8,3,1,5,6,3,3,1,1,2,2,6,3,3,4,5,3,3
81,3,3,2,2,3,2,7,2,3,6,3,4,4,6,1,4,5,7,5,5,5,2,3,5,1,1,4,7,1,6,3,7,1,4,4,3,3,4,4,4,1,2,1,2,1,3,5,2,5,4,2,5,2,4,4,3,1,5,2,7,2,3,4,2,4,3,4,4,2,2,1,4,4,4,3,1,1,3,3,3,6,5,2,1,1,2,4,1,5,5,3,2,3,3,3,2,6,3,2,3,3,3,4,2,3,4,4,2,1,2,5,5,4,3,3,3,4,3,3,2,7,5,2,3,3,4,2,1,3,2,3,2,0,1,2,4,0,4,2,3,4,4,6,2,3,4,1,3,6,3
82,7,5,3,12,3,7,6,7,7,5,5,4,7,9,7,5,9,6,6,6,6,3,7,1,8,6,6,5,3,8,7,5,8,5,9,7,4,7,5,7,5,5,5,5,7,7,6,4,8,6,5,6,8,2,5,8,9,6,8,6,4,10,5,6,5,5,4,9,6,5,6,5,7,3,7,5,6,6,6,5,6,5,7,4,4,5,7,7,5,5,10,5,6,3,5,4,9,2,6,4,5,7,6,5,7,4,5,4,6,4,5,6,7,5,4,6,5,9,8,3,6,3,5,6,7,4,5,5,5,9,7,6,9,5,5,4,9,6,7,3,8,2,7,8,4,4,5,7,10,6
83,4,8,4,12,3,5,6,9,7,5,4,5,3,4,4,2,7,10,3,6,4,4,7,7,4,2,2,4,5,5,3,7,14,4,10,4,6,4,7,3,3,6,4,5,3,6,6,9,3,7,3,7,3,4,6,3,7,10,5,2,3,4,5,4,4,4,3,5,4,3,10,5,8,10,4,3,7,4,4,3,4,3,4,4,4,7,6,3,4,4,6,3,6,5,3,6,5,9,3,6,4,3,9,6,3,5,4,6,4,8,13,3,5,5,5,5,6,3,8,3,6,8,3,10,4,4,8,3,4,5,4,2,6,11,4,3,13,6,6,4,4,6,3,2,4,9,4,4,2,4
84,8,2,5,5,5,2,5,6,4,5,6,7,5,2,7,7,6,7,3,5,5,7,6,7,12,7,3,5,5,4,4,10,6,5,6,4,4,4,2,3,4,5,3,4,2,3,3,7,4,7,8,4,9,5,4,3,10,4,8,3,7,5,11,4,9,10,9,5,6,4,6,4,5,7,1,5,3,4,7,6,5,7,7,7,5,5,5,3,2,9,6,8,4,7,4,3,6,5,3,3,9,4,6,8,6,2,9,6,6,7,6,6,8,5,5,4,2,5,8,8,7,7,2,6,5,7,15,3,6,11,6,5,5,6,11,6,3,6,5,5,5,10,6,1,12,4,4,5,3,10
85,7,6,8,7,9,8,7,3,5,7,9,6,4,10,8,3,7,5,7,8,5,6,6,3,9,10,7,4,8,8,4,3,10,5,4,8,3,5,13,8,8,10,4,8,8,6,8,4,6,8,3,6,7,9,4,6,10,5,10,3,4,3,9,8,6,3,5,5,4,9,4,10,6,5,5,5,5,4,9,6,5,7,4,9,9,3,7,8,8,6,6,10,3,7,2,3,5,8,9,4,9,4,4,10,3,3,4,4,7,8,9,10,9,7,6,6,5,4,3,3,6,4,7,5,5,6,5,9,2,5,2,3,8,3,10,4,4,11,4,4,8,6,7,9,8,5,9,5,9,8
86,5,5,11,7,4,5,2,2,8,6,3,9,6,6,4,6,6,6,6,6,6,6,4,2,8,6,6,5,6,6,7,5,6,3,4,3,10,6,4,6,7,5,5,4,5,6,5,5,8,7,5,4,4,6,3,8,3,3,7,5,6,5,4,9,12,5,6,3,5,7,5,6,4,6,1,7,7,10,10,4,4,2,5,6,6,7,4,6,5,10,5,6,5,4,9,4,6,6,8,2,4,6,8,4,4,2,4,4,6,6,5,6,5,8,12,5,2,4,8,4,4,3,7,11,4,5,6,6,7,6,4,4,4,5,4,11,4,4,7,3,6,7,5,3,6,5,2,7,3,6
87,2,4,5,3,6,2,4,3,5,4,4,3,3,2,4,5,5,3,2,3,8,5,4,5,4,5,5,4,3,6,5,3,3,4,3,3,3,6,5,5,9,2,3,7,6,3,3,4,8,6,2,3,2,4,5,5,5,4,4,7,8,2,7,2,5,6,5,4,3,6,5,4,4,4,4,7,7,4,5,5,5,3,5,6,5,5,2,6,6,5,4,3,2,4,4,2,5,3,4,5,4,3,8,7,4,2,6,4,3,3,4,6,2,3,5,4,2,4,2,5,3,6,5,8,5,3,4,4,5,5,4,4,5,5,7,8,3,5,5,2,4,4,4,4,3,3,9,5,4,5
88,8,16,4,6,8,7,6,7,4,8,4,6,7,10,13,6,6,5,9,6,4,6,4,7,6,6,5,7,8,6,7,13,5,2,5,6,8,8,9,5,7,6,3,3,4,6,10,10,9,7,7,7,4,2,8,7,5,10,4,6,10,6,8,6,8,7,4,7,8,6,11,4,5,8,6,11,6,4,8,8,7,5,5,3,9,2,6,3,3,7,6,6,7,7,6,4,10,10,6,3,4,7,9,8,5,3,4,4,6,4,5,7,5,5,11,10,5,4,2,4,7,4,9,16,5,7,5,3,3,4,6,3,5,8,2,4,5,8,6,4,4,4,7,10,3,7,4,3,5,10
